Estimate Status,Year,Wave,State,Common Name,Total Harvest (A+B1),PSE
FINAL,1997,SEPTEMBER/OCTOBER,LOUISIANA,SOUTHERN FLOUNDER,104628,22.8
FINAL,1997,SEPTEMBER/OCTOBER,MISSISSIPPI,SOUTHERN FLOUNDER,37881,27.3
FINAL,1997,NOVEMBER/DECEMBER,ALABAMA,SOUTHERN FLOUNDER,32975,41.1
FINAL,1997,NOVEMBER/DECEMBER,FLORIDA,SOUTHERN FLOUNDER,4187,70.3
FINAL,1997,NOVEMBER/DECEMBER,LOUISIANA,SOUTHERN FLOUNDER,295086,22
FINAL,1997,NOVEMBER/DECEMBER,MISSISSIPPI,SOUTHERN FLOUNDER,50909,42.8
FINAL,1998,JANUARY/FEBRUARY,FLORIDA,SOUTHERN FLOUNDER,0,.
FINAL,1998,JANUARY/FEBRUARY,LOUISIANA,SOUTHERN FLOUNDER,25277,50
FINAL,1998,JANUARY/FEBRUARY,MISSISSIPPI,SOUTHERN FLOUNDER,6827,70.3
FINAL,1998,MARCH/APRIL,ALABAMA,SOUTHERN FLOUNDER,59270,39.9
FINAL,1998,MARCH/APRIL,LOUISIANA,SOUTHERN FLOUNDER,76630,39.5
FINAL,1998,MARCH/APRIL,MISSISSIPPI,SOUTHERN FLOUNDER,68803,35.9
FINAL,1998,MAY/JUNE,ALABAMA,SOUTHERN FLOUNDER,54480,49.8
FINAL,1998,MAY/JUNE,FLORIDA,SOUTHERN FLOUNDER,14042,68
FINAL,1998,MAY/JUNE,LOUISIANA,SOUTHERN FLOUNDER,181400,22.9
FINAL,1998,MAY/JUNE,MISSISSIPPI,SOUTHERN FLOUNDER,82516,39.1
FINAL,1998,JULY/AUGUST,ALABAMA,SOUTHERN FLOUNDER,17419,53.3
FINAL,1998,JULY/AUGUST,FLORIDA,SOUTHERN FLOUNDER,8649,64.6
FINAL,1998,JULY/AUGUST,LOUISIANA,SOUTHERN FLOUNDER,98046,22.7
FINAL,1998,JULY/AUGUST,MISSISSIPPI,SOUTHERN FLOUNDER,78265,52.3
FINAL,1998,SEPTEMBER/OCTOBER,ALABAMA,SOUTHERN FLOUNDER,69038,84.2
FINAL,1998,SEPTEMBER/OCTOBER,FLORIDA,SOUTHERN FLOUNDER,11307,57.9
FINAL,1998,SEPTEMBER/OCTOBER,LOUISIANA,SOUTHERN FLOUNDER,64714,27.4
FINAL,1998,SEPTEMBER/OCTOBER,MISSISSIPPI,SOUTHERN FLOUNDER,75980,28.1
FINAL,1998,NOVEMBER/DECEMBER,ALABAMA,SOUTHERN FLOUNDER,7511,46
FINAL,1998,NOVEMBER/DECEMBER,FLORIDA,SOUTHERN FLOUNDER,6909,52.9
FINAL,1998,NOVEMBER/DECEMBER,LOUISIANA,SOUTHERN FLOUNDER,91687,24.5
FINAL,1998,NOVEMBER/DECEMBER,MISSISSIPPI,SOUTHERN FLOUNDER,50892,26.3
FINAL,1999,JANUARY/FEBRUARY,ALABAMA,SOUTHERN FLOUNDER,19991,52.4
FINAL,1999,JANUARY/FEBRUARY,FLORIDA,SOUTHERN FLOUNDER,3923,59
FINAL,1999,JANUARY/FEBRUARY,LOUISIANA,SOUTHERN FLOUNDER,186453,52.6
FINAL,1999,JANUARY/FEBRUARY,MISSISSIPPI,SOUTHERN FLOUNDER,19201,36.6
FINAL,1999,MARCH/APRIL,ALABAMA,SOUTHERN FLOUNDER,26782,52
FINAL,1999,MARCH/APRIL,FLORIDA,SOUTHERN FLOUNDER,23281,66.5
FINAL,1999,MARCH/APRIL,LOUISIANA,SOUTHERN FLOUNDER,200772,19.5
FINAL,1999,MARCH/APRIL,MISSISSIPPI,SOUTHERN FLOUNDER,74578,29.6
FINAL,1999,MAY/JUNE,ALABAMA,SOUTHERN FLOUNDER,46874,56.8
FINAL,1999,MAY/JUNE,FLORIDA,SOUTHERN FLOUNDER,3744,95.1
FINAL,1999,MAY/JUNE,LOUISIANA,SOUTHERN FLOUNDER,245306,32.9
FINAL,1999,MAY/JUNE,MISSISSIPPI,SOUTHERN FLOUNDER,182117,38.2
FINAL,1999,JULY/AUGUST,ALABAMA,SOUTHERN FLOUNDER,118288,40.9
FINAL,1999,JULY/AUGUST,FLORIDA,SOUTHERN FLOUNDER,2904,79.6
FINAL,1999,JULY/AUGUST,LOUISIANA,SOUTHERN FLOUNDER,213393,21.9
FINAL,1999,JULY/AUGUST,MISSISSIPPI,SOUTHERN FLOUNDER,450347,58.2
FINAL,1999,SEPTEMBER/OCTOBER,ALABAMA,SOUTHERN FLOUNDER,106263,38.3
FINAL,1999,SEPTEMBER/OCTOBER,FLORIDA,SOUTHERN FLOUNDER,4353,99.3
FINAL,1999,SEPTEMBER/OCTOBER,LOUISIANA,SOUTHERN FLOUNDER,135469,19.2
FINAL,1999,SEPTEMBER/OCTOBER,MISSISSIPPI,SOUTHERN FLOUNDER,38807,30.3
FINAL,1999,NOVEMBER/DECEMBER,ALABAMA,SOUTHERN FLOUNDER,4753,59.4
FINAL,1999,NOVEMBER/DECEMBER,FLORIDA,SOUTHERN FLOUNDER,75,97.5
FINAL,1999,NOVEMBER/DECEMBER,LOUISIANA,SOUTHERN FLOUNDER,441524,39.3
FINAL,1999,NOVEMBER/DECEMBER,MISSISSIPPI,SOUTHERN FLOUNDER,25018,35.9
