Estimate Status,Year,Wave,State,Common Name,Harvest (A+B1) Total Weight (kg),PSE,Landings (no.) without Size Information
FINAL,1998,SEPTEMBER/OCTOBER,DELAWARE,SPOTTED SEATROUT,0,.,0
FINAL,1998,SEPTEMBER/OCTOBER,FLORIDA,SPOTTED SEATROUT,127710,48.3,0
FINAL,1998,SEPTEMBER/OCTOBER,GEORGIA,SPOTTED SEATROUT,75916,36.6,0
FINAL,1998,SEPTEMBER/OCTOBER,MARYLAND,SPOTTED SEATROUT,2285,82,0
FINAL,1998,SEPTEMBER/OCTOBER,NORTH CAROLINA,SPOTTED SEATROUT,128267,30.6,0
FINAL,1998,SEPTEMBER/OCTOBER,SOUTH CAROLINA,SPOTTED SEATROUT,76300,26.1,0
FINAL,1998,SEPTEMBER/OCTOBER,VIRGINIA,SPOTTED SEATROUT,18016,42.2,0
FINAL,1998,NOVEMBER/DECEMBER,FLORIDA,SPOTTED SEATROUT,68467,46.3,0
FINAL,1998,NOVEMBER/DECEMBER,GEORGIA,SPOTTED SEATROUT,178946,27.9,0
FINAL,1998,NOVEMBER/DECEMBER,MARYLAND,SPOTTED SEATROUT,22114,98.1,0
FINAL,1998,NOVEMBER/DECEMBER,NORTH CAROLINA,SPOTTED SEATROUT,227589,33.2,0
FINAL,1998,NOVEMBER/DECEMBER,SOUTH CAROLINA,SPOTTED SEATROUT,97104,33.1,0
FINAL,1998,NOVEMBER/DECEMBER,VIRGINIA,SPOTTED SEATROUT,6053,85,0
FINAL,1999,JANUARY/FEBRUARY,FLORIDA,SPOTTED SEATROUT,135002,56.2,0
FINAL,1999,MARCH/APRIL,FLORIDA,SPOTTED SEATROUT,103696,20.8,0
FINAL,1999,MARCH/APRIL,GEORGIA,SPOTTED SEATROUT,121391,31.3,0
FINAL,1999,MARCH/APRIL,NORTH CAROLINA,SPOTTED SEATROUT,4037,51.9,0
FINAL,1999,MARCH/APRIL,SOUTH CAROLINA,SPOTTED SEATROUT,19506,40.2,0
FINAL,1999,MARCH/APRIL,VIRGINIA,SPOTTED SEATROUT,78789,71.5,0
FINAL,1999,MAY/JUNE,FLORIDA,SPOTTED SEATROUT,86814,29.7,0
FINAL,1999,MAY/JUNE,GEORGIA,SPOTTED SEATROUT,542390,19.7,0
FINAL,1999,MAY/JUNE,MARYLAND,SPOTTED SEATROUT,3709,100.4,0
FINAL,1999,MAY/JUNE,NORTH CAROLINA,SPOTTED SEATROUT,104528,32.3,0
FINAL,1999,MAY/JUNE,SOUTH CAROLINA,SPOTTED SEATROUT,11744,45.4,0
FINAL,1999,MAY/JUNE,VIRGINIA,SPOTTED SEATROUT,16447,74,0
FINAL,1999,JULY/AUGUST,FLORIDA,SPOTTED SEATROUT,117941,24.7,0
