ID,year,wave,state,area,juristiction,depth.allowed,species,start.date,end.date,daily.closures,bag.limit,agg.bag.limit,agg.bag.limit.wt,boat.limit,poss.limit,bonus.limit,min.size,tl.fl,min.size2,max.size,max.size2,bag.above.max,bag.above.max2,bag.below.min,mode,gear.restriction,other,Comments,imputed
,2014,5,NY,9999,1,9999,King_Mackerel,01-09-14,31-10-14,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2014,6,NY,9999,1,9999,King_Mackerel,01-11-14,31-12-14,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2015,1,NY,9999,1,9999,King_Mackerel,01-01-15,28-02-15,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2015,2,NY,9999,1,9999,King_Mackerel,01-03-15,30-04-15,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2015,3,NY,9999,1,9999,King_Mackerel,01-05-15,30-06-15,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2015,4,NY,9999,1,9999,King_Mackerel,01-07-15,31-08-15,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2015,5,NY,9999,1,9999,King_Mackerel,01-09-15,31-10-15,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2015,6,NY,9999,1,9999,King_Mackerel,01-11-15,31-12-15,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2016,1,NY,9999,1,9999,King_Mackerel,01-01-16,29-02-16,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2016,2,NY,9999,1,9999,King_Mackerel,01-03-16,30-04-16,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2016,3,NY,9999,1,9999,King_Mackerel,01-05-16,30-06-16,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2016,4,NY,9999,1,9999,King_Mackerel,01-07-16,31-08-16,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2016,5,NY,9999,1,9999,King_Mackerel,01-09-16,31-10-16,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2016,6,NY,9999,1,9999,King_Mackerel,01-11-16,31-12-16,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2017,1,NY,9999,1,9999,King_Mackerel,01-01-17,28-02-17,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2017,2,NY,9999,1,9999,King_Mackerel,01-03-17,30-04-17,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2017,3,NY,9999,1,9999,King_Mackerel,01-05-17,30-06-17,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2017,4,NY,9999,1,9999,King_Mackerel,01-07-17,31-08-17,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2017,5,NY,9999,1,9999,King_Mackerel,01-09-17,31-10-17,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2017,6,NY,9999,1,9999,King_Mackerel,01-11-17,31-12-17,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2018,1,NY,9999,1,9999,King_Mackerel,01-01-18,28-02-18,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2018,2,NY,9999,1,9999,King_Mackerel,01-03-18,30-04-18,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2018,3,NY,9999,1,9999,King_Mackerel,01-05-18,30-06-18,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2018,4,NY,9999,1,9999,King_Mackerel,01-07-18,31-08-18,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2018,5,NY,9999,1,9999,King_Mackerel,01-09-18,31-10-18,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2018,6,NY,9999,1,9999,King_Mackerel,01-11-18,31-12-18,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,1996,1,NJ,9999,1,9999,King_Mackerel,01-01-96,29-02-96,,5,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,1996,2,NJ,9999,1,9999,King_Mackerel,01-03-96,30-04-96,,5,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,1
